step,epoch,epoch_step,loss,learn_rate
69001,18,1001,0.1312810,0.005
69501,18,1501,0.1200560,0.005
70001,18,2001,0.0634107,0.005
70501,18,2501,0.1020803,0.005
71001,18,3001,0.0775213,0.005
71501,18,3501,0.1846370,0.005
72001,19,1,0.1374002,0.005
72501,19,501,0.1750093,0.005
73001,19,1001,0.1118541,0.005
73501,19,1501,0.1340894,0.005
74001,19,2001,0.1262152,0.005
74501,19,2501,0.0792464,0.005
75001,19,3001,0.0610978,0.005
75501,19,3501,0.1081669,0.005
76001,20,1,0.1094493,0.005
76501,20,501,0.1407448,0.005
77001,20,1001,0.1560549,0.005
77501,20,1501,0.0953341,0.005
78001,20,2001,0.1061826,0.005
78501,20,2501,0.1437862,0.005
79001,20,3001,0.0822042,0.005
79501,20,3501,0.0995451,0.005
80001,21,1,0.1822812,0.005
80501,21,501,0.1580084,0.005
81001,21,1001,0.1521268,0.005
81501,21,1501,0.1220006,0.005
82001,21,2001,0.1688559,0.005
82501,21,2501,0.0678310,0.005
83001,21,3001,0.0866419,0.005
83501,21,3501,0.1059057,0.005
84001,22,1,0.1156939,0.005
84501,22,501,0.0987203,0.005
85001,22,1001,0.1742035,0.005
85501,22,1501,0.1147087,0.005
86001,22,2001,0.1073058,0.005
86501,22,2501,0.1520898,0.005
87001,22,3001,0.1050321,0.005
87501,22,3501,0.1388720,0.005
88001,23,1,0.1057874,0.005
88501,23,501,0.1894304,0.005
89001,23,1001,0.1200152,0.005
89501,23,1501,0.1032452,0.005
90001,23,2001,0.1111798,0.005
90501,23,2501,0.1026861,0.005
91001,23,3001,0.1761850,0.005
91501,23,3501,0.0975840,0.005
92001,24,1,0.1260630,0.005
92501,24,501,0.0926931,0.005
93001,24,1001,0.0987389,0.005
93501,24,1501,0.1206933,0.005
94001,24,2001,0.1451738,0.005
94501,24,2501,0.1226645,0.005
95001,24,3001,0.0810716,0.005
95501,24,3501,0.1628400,0.005
96001,25,1,0.1232960,0.005
96501,25,501,0.1367745,0.005
97001,25,1001,0.0909548,0.005
97501,25,1501,0.1279217,0.005
98001,25,2001,0.1074369,0.005
98501,25,2501,0.0997273,0.005
99001,25,3001,0.1522326,0.005
99501,25,3501,0.1085400,0.005
100001,26,1,0.0959914,0.005
100501,26,501,0.1483347,0.005
101001,26,1001,0.1379527,0.005
101501,26,1501,0.0852181,0.005
102001,26,2001,0.1224254,0.005
102501,26,2501,0.1133361,0.005
103001,26,3001,0.1185942,0.005
103501,26,3501,0.0805522,0.005
104001,27,1,0.0753525,0.005
104501,27,501,0.0868625,0.005
105001,27,1001,0.1183767,0.005
105501,27,1501,0.0910953,0.005
106001,27,2001,0.1217263,0.005
106501,27,2501,0.1008654,0.005
107001,27,3001,0.1421596,0.005
107501,27,3501,0.0948614,0.005
108001,28,1,0.1119181,0.005
108501,28,501,0.1317526,0.005
109001,28,1001,0.1224064,0.005
109501,28,1501,0.1012123,0.005
110001,28,2001,0.1339616,0.005
110501,28,2501,0.0818594,0.005
111001,28,3001,0.1247633,0.005
111501,28,3501,0.0809098,0.005
112001,29,1,0.1897577,0.005
112501,29,501,0.0715060,0.005
113001,29,1001,0.0871862,0.005
113501,29,1501,0.0921228,0.005
114001,29,2001,0.1250876,0.005
114501,29,2501,0.1149696,0.005
115001,29,3001,0.0901690,0.005
115501,29,3501,0.0749172,0.005
116001,30,1,0.0631198,0.005
116501,30,501,0.1330342,0.005
117001,30,1001,0.1213115,0.005
117501,30,1501,0.0977724,0.005
118001,30,2001,0.1237777,0.005
118501,30,2501,0.1375671,0.005
119001,30,3001,0.1430412,0.005
119501,30,3501,0.0776975,0.005
120001,31,1,0.1429790,0.005
120501,31,501,0.1197694,0.005
121001,31,1001,0.1339121,0.005
121501,31,1501,0.0857237,0.005
122001,31,2001,0.1211648,0.005
122501,31,2501,0.1237178,0.005
123001,31,3001,0.1248748,0.005
123501,31,3501,0.0713875,0.005
124001,32,1,0.1315929,0.005
124501,32,501,0.1316983,0.005
125001,32,1001,0.1123595,0.005
125501,32,1501,0.1230644,0.005
126001,32,2001,0.1399667,0.005
126501,32,2501,0.1523479,0.005
127001,32,3001,0.1670944,0.005
127501,32,3501,0.1292291,0.005
128001,33,1,0.0996847,0.005
128501,33,501,0.1222221,0.005
129001,33,1001,0.0732586,0.005
129501,33,1501,0.1190555,0.005
130001,33,2001,0.1422648,0.005
130501,33,2501,0.0930977,0.005
131001,33,3001,0.0920446,0.005
131501,33,3501,0.0684476,0.005
132001,34,1,0.0891317,0.005
132501,34,501,0.1441609,0.005
133001,34,1001,0.0865164,0.005
133501,34,1501,0.0954813,0.005
134001,34,2001,0.1371071,0.005
134501,34,2501,0.1514443,0.005
135001,34,3001,0.1438212,0.005
135501,34,3501,0.1238928,0.005
136001,35,1,0.0880832,0.005
136501,35,501,0.1090380,0.005
137001,35,1001,0.0973318,0.005
137501,35,1501,0.1190061,0.005
138001,35,2001,0.2095873,0.005
138501,35,2501,0.1245055,0.005
139001,35,3001,0.0852568,0.005
139501,35,3501,0.0816555,0.005
140001,36,1,0.1041074,0.005
140501,36,501,0.1225945,0.005
141001,36,1001,0.0819166,0.005
141501,36,1501,0.0641145,0.005
142001,36,2001,0.1350111,0.005
142501,36,2501,0.1336425,0.005
143001,36,3001,0.1311970,0.005
143501,36,3501,0.0763602,0.005
144001,37,1,0.1004298,0.005
144501,37,501,0.1397782,0.005
145001,37,1001,0.1055381,0.005
145501,37,1501,0.0979619,0.005
146001,37,2001,0.1243851,0.005
146501,37,2501,0.1390317,0.005
147001,37,3001,0.0853914,0.005
147501,37,3501,0.0852569,0.005
148001,38,1,0.0997209,0.005
148501,38,501,0.1136379,0.005
149001,38,1001,0.1290558,0.005
149501,38,1501,0.1485224,0.005
150001,38,2001,0.1045700,0.005
150501,38,2501,0.1199015,0.005
151001,38,3001,0.1604540,0.005
151501,38,3501,0.0566138,0.005
152001,39,1,0.1071336,0.005
152501,39,501,0.1064838,0.005
153001,39,1001,0.1063696,0.005
153501,39,1501,0.1042086,0.005
154001,39,2001,0.1182499,0.005
154501,39,2501,0.0953469,0.005
155001,39,3001,0.1179192,0.005
155501,39,3501,0.1460459,0.005
156001,40,1,0.1636873,0.005
156501,40,501,0.0830834,0.005
157001,40,1001,0.1463079,0.005
157501,40,1501,0.1118131,0.005
158001,40,2001,0.0898265,0.005
158501,40,2501,0.1136112,0.005
159001,40,3001,0.1006496,0.005
159501,40,3501,0.1166991,0.005
160001,41,1,0.0779999,0.005
160501,41,501,0.0975631,0.005
161001,41,1001,0.1511889,0.005
161501,41,1501,0.1273775,0.005
162001,41,2001,0.1384870,0.005
162501,41,2501,0.0716442,0.005
163001,41,3001,0.1463343,0.005
163501,41,3501,0.0999041,0.005
164001,42,1,0.1684534,0.005
164501,42,501,0.1029077,0.005
165001,42,1001,0.1158224,0.005
165501,42,1501,0.1063886,0.005
166001,42,2001,0.1288460,0.005
166501,42,2501,0.1430213,0.005
167001,42,3001,0.0766561,0.005
167501,42,3501,0.1452027,0.005
168001,43,1,0.0830297,0.005
168501,43,501,0.1033743,0.005
169001,43,1001,0.0929859,0.005
169501,43,1501,0.0962549,0.005
170001,43,2001,0.1083427,0.005
170501,43,2501,0.0801290,0.005
171001,43,3001,0.0834336,0.005
171501,43,3501,0.1260819,0.005
172001,44,1,0.1209532,0.005
172501,44,501,0.1515033,0.005
173001,44,1001,0.1242735,0.005
173501,44,1501,0.0932753,0.005
174001,44,2001,0.1279341,0.005
174501,44,2501,0.1514890,0.005
175001,44,3001,0.0869037,0.005
175501,44,3501,0.1507662,0.005
176001,45,1,0.0906742,0.005
176501,45,501,0.0728349,0.005
177001,45,1001,0.1234162,0.005
177501,45,1501,0.1309410,0.005
178001,45,2001,0.1094411,0.005
178501,45,2501,0.0913450,0.005
179001,45,3001,0.0861933,0.005
179501,45,3501,0.0830698,0.005
180001,46,1,0.1371024,0.005
180501,46,501,0.1026296,0.005
181001,46,1001,0.0709866,0.005
181501,46,1501,0.1122865,0.005
182001,46,2001,0.1066477,0.005
182501,46,2501,0.0969143,0.005
183001,46,3001,0.1794569,0.005
183501,46,3501,0.0902523,0.005
184001,47,1,0.0889594,0.005
184501,47,501,0.0888013,0.005
185001,47,1001,0.1247210,0.005
185501,47,1501,0.1692134,0.005
186001,47,2001,0.1597812,0.005
186501,47,2501,0.1196284,0.005
187001,47,3001,0.0746263,0.005
187501,47,3501,0.1117169,0.005
188001,48,1,0.1287637,0.005
188501,48,501,0.1209798,0.005
189001,48,1001,0.1289234,0.005
189501,48,1501,0.1348602,0.005
190001,48,2001,0.1022214,0.005
190501,48,2501,0.1167618,0.005
191001,48,3001,0.1119132,0.005
191501,48,3501,0.1159317,0.005
192001,49,1,0.1161154,0.005
192501,49,501,0.1104699,0.005
193001,49,1001,0.1157052,0.005
193501,49,1501,0.0924511,0.005
194001,49,2001,0.1387520,0.005
194501,49,2501,0.1088251,0.005
195001,49,3001,0.1365466,0.005
195501,49,3501,0.1352030,0.005
196001,50,1,0.1132074,0.005
196501,50,501,0.0783481,0.005
197001,50,1001,0.0828101,0.005
197501,50,1501,0.0695841,0.005
198001,50,2001,0.1377691,0.005
198501,50,2501,0.0907731,0.005
199001,50,3001,0.1608807,0.005
199501,50,3501,0.1199894,0.005
200001,51,1,0.1123527,0.005
